Dates,County,States,Vehicle_Primary_Use,Battery_EV,PlugIn_Hybrid _EV,EV_Total,NEV_Total,Total_Vehicles,Percent_EV
April 30 2023,Whatcom,WA,Truck,52,0,52,42833,42885,0.12
September 30 2019,Klickitat,WA,Truck,0,0,0,8296,8296,0
June 30 2019,Grays Harbor,WA,Truck,0,0,0,20454,20454,0
August 31 2017,Wahkiakum,WA,Truck,0,0,0,1655,1655,0
January 31 2018,Snohomish,WA,Passenger,2073,1093,3166,518008,521174,0.61
May 31 2018,Okanogan,WA,Passenger,8,19,27,25874,25901,0.1
May 31 2018,Whitman,WA,Passenger,19,27,46,22575,22621,0.2
April 30 2018,Pacific,WA,Passenger,14,19,33,15482,15515,0.21
January 31 2021,Grays Harbor,WA,Truck,0,0,0,21238,21238,0
December 31 2017,Skagit,WA,Passenger,167,138,305,89553,89858,0.34
July 31 2022,Franklin,WA,Truck,1,0,1,20857,20858,0
August 31 2022,Ferry,WA,Passenger,20,4,24,4398,4422,0.54
April 30 2020,Klickitat,WA,Truck,0,0,0,8191,8191,0
July 31 2022,Clark,WA,Passenger,4226,1806,6032,315304,321336,1.88
July 31 2018,Okanogan,WA,Truck,0,0,0,16425,16425,0
December 31 2021,Clark,WA,Passenger,3474,1560,5034,320138,325172,1.55
May 31 2017,Douglas,WA,Truck,0,0,0,11483,11483,0
December 31 2018,Adams,WA,Truck,0,0,0,5147,5147,0
November 30 2018,Kittitas,WA,Passenger,62,34,96,29285,29381,0.33
March 31 2020,Adams,WA,Passenger,7,7,14,12886,12900,0.11
July 31 2021,Pierce,WA,Truck,0,0,0,145761,145761,0
August 31 2018,Grant,WA,Truck,0,0,0,26007,26007,0
December 31 2018,Garfield,WA,Truck,0,0,0,964,964,0
August 31 2017,Kitsap,WA,Passenger,637,336,973,173810,174783,0.56
May 31 2018,Skagit,WA,Passenger,198,163,361,90250,90611,0.4
February 29 2024,Skamania,WA,Passenger,135,54,189,7630,7819,2.42
November 30 2020,Pend Oreille,WA,Truck,0,0,0,5717,5717,0
January 31 2019,Stevens,WA,Truck,0,0,0,18763,18763,0
December 31 2020,Benton,WA,Truck,0,0,0,43203,43203,0
June 30 2020,Pacific,WA,Passenger,33,33,66,15749,15815,0.42
October 31 2017,Grays Harbor,WA,Truck,0,0,0,20004,20004,0
September 30 2020,San Juan,WA,Passenger,331,100,431,13901,14332,3.01
July 31 2023,Chelan,WA,Truck,31,0,31,23175,23206,0.13
June 30 2018,Clallam,WA,Truck,0,0,0,21443,21443,0
January 31 2024,Whatcom,WA,Truck,87,0,87,41564,41651,0.21
January 31 2021,Clark,WA,Truck,0,0,0,83538,83538,0
March 31 2017,Klickitat,WA,Truck,0,0,0,7933,7933,0
December 31 2018,Skamania,WA,Passenger,16,13,29,8728,8757,0.33
August 31 2017,Walla Walla,WA,Truck,0,0,0,13189,13189,0
May 31 2020,Whatcom,WA,Truck,3,0,3,42843,42846,0.01
November 30 2023,Jefferson,WA,Passenger,636,272,908,24061,24969,3.64
September 30 2023,Lewis,WA,Passenger,363,276,639,59205,59844,1.07
March 31 2018,Clark,WA,Truck,0,0,0,78620,78620,0
September 30 2018,Mason,WA,Passenger,94,98,192,46175,46367,0.41
May 31 2023,Whitman,WA,Truck,4,0,4,8598,8602,0.05
March 31 2018,Okanogan,WA,Truck,0,0,0,16334,16334,0
October 31 2021,Stevens,WA,Truck,0,0,0,18879,18879,0
May 31 2017,Wahkiakum,WA,Passenger,0,2,2,2837,2839,0.07
February 28 2017,Mason,WA,Truck,0,0,0,19191,19191,0
May 31 2021,Lewis,WA,Passenger,157,137,294,59795,60089,0.49
January 31 2017,Grant,WA,Truck,0,0,0,25039,25039,0
May 31 2018,Kittitas,WA,Truck,0,0,0,14028,14028,0
August 31 2023,Lincoln,WA,Passenger,21,21,42,7623,7665,0.55
September 30 2022,Whatcom,WA,Truck,14,0,14,43078,43092,0.03
May 31 2023,Clallam,WA,Passenger,536,282,818,49023,49841,1.64
February 29 2024,Yakima,WA,Truck,18,0,18,58038,58056,0.03
May 31 2020,San Juan,WA,Truck,0,0,0,5857,5857,0
July 31 2019,Stevens,WA,Truck,0,0,0,18698,18698,0
December 31 2017,Walla Walla,WA,Passenger,29,32,61,35287,35348,0.17
February 28 2019,Snohomish,WA,Truck,1,0,1,121868,121869,0
August 31 2018,Chelan,WA,Passenger,114,55,169,53718,53887,0.31
September 30 2019,Snohomish,WA,Passenger,3739,1660,5399,533828,539227,1
March 31 2018,Garfield,WA,Truck,0,0,0,951,951,0
November 30 2018,Skagit,WA,Passenger,249,184,433,91181,91614,0.47
June 30 2018,Chelan,WA,Passenger,110,53,163,53550,53713,0.3
January 31 2021,Whatcom,WA,Truck,3,0,3,43593,43596,0.01
February 29 2024,Whatcom,WA,Passenger,3016,1065,4081,141919,146000,2.8
September 30 2020,King,WA,Passenger,25384,7893,33277,1371018,1404295,2.37
December 31 2020,Spokane,WA,Truck,0,0,0,100679,100679,0
September 30 2017,Jefferson,WA,Truck,0,0,0,9416,9416,0
October 31 2019,Whatcom,WA,Passenger,949,470,1419,151438,152857,0.93
June 30 2018,Snohomish,WA,Passenger,2349,1261,3610,521446,525056,0.69
October 31 2022,Klickitat,WA,Passenger,114,51,165,15081,15246,1.08
February 28 2022,Pend Oreille,WA,Passenger,17,9,26,9067,9093,0.29
February 29 2024,Clark,WA,Truck,166,0,166,77688,77854,0.21
February 28 2017,Jefferson,WA,Truck,0,0,0,9470,9470,0
November 30 2017,Skagit,WA,Truck,1,0,1,31682,31683,0
October 31 2023,Asotin,WA,Truck,0,0,0,6602,6602,0
February 28 2018,Wahkiakum,WA,Truck,0,0,0,1673,1673,0
January 31 2023,Island,WA,Passenger,954,401,1355,61345,62700,2.16
February 28 2019,Whatcom,WA,Passenger,785,379,1164,149607,150771,0.77
July 31 2018,Stevens,WA,Passenger,11,25,36,31645,31681,0.11
August 31 2019,Franklin,WA,Truck,0,0,0,19489,19489,0
May 31 2017,Ferry,WA,Passenger,1,1,2,4411,4413,0.05
February 28 2021,Clark,WA,Passenger,2505,1245,3750,318833,322583,1.16
July 31 2018,Garfield,WA,Passenger,1,1,2,1320,1322,0.15
March 31 2019,Lewis,WA,Truck,0,0,0,25754,25754,0
February 28 2018,Okanogan,WA,Passenger,7,19,26,25654,25680,0.1
August 31 2017,Grant,WA,Passenger,19,32,51,61190,61241,0.08
March 31 2022,Whatcom,WA,Passenger,1735,695,2430,149121,151551,1.6
November 30 2022,Kittitas,WA,Truck,5,0,5,14574,14579,0.03
May 31 2021,Grant,WA,Truck,0,0,0,27866,27866,0
September 30 2019,Douglas,WA,Truck,0,0,0,12270,12270,0
October 31 2023,Kitsap,WA,Truck,91,0,91,51720,51811,0.18
August 31 2017,Ferry,WA,Passenger,1,1,2,4397,4399,0.05
August 31 2023,Clallam,WA,Passenger,600,300,900,48958,49858,1.81
November 30 2022,Chelan,WA,Truck,11,0,11,23121,23132,0.05
November 30 2023,Kitsap,WA,Passenger,3812,1464,5276,174279,179555,2.94
February 29 2024,Spokane,WA,Passenger,3002,1450,4452,310474,314926,1.41
September 30 2023,San Juan,WA,Passenger,653,184,837,13723,14560,5.75
November 30 2019,Wahkiakum,WA,Passenger,4,3,7,3038,3045,0.23
September 30 2023,Grant,WA,Truck,12,0,12,28001,28013,0.04
May 31 2017,Pend Oreille,WA,Passenger,2,4,6,9312,9318,0.06
November 30 2023,Franklin,WA,Truck,9,0,9,20714,20723,0.04
May 31 2023,Spokane,WA,Truck,38,0,38,101779,101817,0.04
April 30 2023,Mason,WA,Passenger,417,204,621,46352,46973,1.32
July 31 2022,Cowlitz,WA,Truck,2,0,2,28465,28467,0.01
February 28 2018,Island,WA,Truck,0,0,0,20819,20819,0
April 30 2021,Pierce,WA,Truck,0,0,0,145883,145883,0
August 31 2021,Lincoln,WA,Truck,0,0,0,4772,4772,0
June 30 2021,Skagit,WA,Passenger,589,274,863,91926,92789,0.93
May 31 2022,Whitman,WA,Passenger,84,58,142,22000,22142,0.64
August 31 2023,Jefferson,WA,Truck,12,0,12,9317,9329,0.13
November 30 2017,Grant,WA,Passenger,24,33,57,61887,61944,0.09
November 30 2021,Lincoln,WA,Truck,0,0,0,4809,4809,0
August 31 2019,Clallam,WA,Truck,1,0,1,21818,21819,0
September 30 2020,Benton,WA,Truck,0,0,0,43086,43086,0
February 28 2022,Kittitas,WA,Passenger,218,73,291,29772,30063,0.97
January 31 2019,Pierce,WA,Passenger,1581,1423,3004,539632,542636,0.55
May 31 2017,Kittitas,WA,Passenger,23,17,40,27355,27395,0.15
May 31 2019,Kitsap,WA,Truck,1,0,1,54008,54009,0
September 30 2022,Spokane,WA,Truck,12,0,12,101830,101842,0.01
June 30 2021,King,WA,Truck,6,1,7,184580,184587,0
December 31 2018,Snohomish,WA,Passenger,2914,1437,4351,527158,531509,0.82
February 28 2017,Klickitat,WA,Truck,0,0,0,7930,7930,0
January 31 2019,Whitman,WA,Passenger,24,40,64,22840,22904,0.28
January 31 2017,Chelan,WA,Truck,0,0,0,21259,21259,0
January 31 2019,Pend Oreille,WA,Truck,0,0,0,5743,5743,0
May 31 2020,San Juan,WA,Passenger,298,91,389,14055,14444,2.69
January 31 2024,Asotin,WA,Truck,0,0,0,6474,6474,0
June 30 2021,Pend Oreille,WA,Truck,0,0,0,5745,5745,0
January 31 2017,Jefferson,WA,Truck,0,0,0,9469,9469,0
September 30 2023,Thurston,WA,Passenger,3461,1306,4767,189501,194268,2.45
October 31 2018,Lincoln,WA,Passenger,2,6,8,7740,7748,0.1
February 28 2017,Lincoln,WA,Truck,0,0,0,4464,4464,0
April 30 2022,Asotin,WA,Truck,0,0,0,6745,6745,0
August 31 2021,Grays Harbor,WA,Truck,0,0,0,21391,21391,0
February 28 2018,Snohomish,WA,Truck,1,0,1,121336,121337,0
June 30 2021,Wahkiakum,WA,Passenger,15,8,23,3108,3131,0.73
September 30 2017,Pend Oreille,WA,Truck,0,0,0,5552,5552,0
August 31 2022,Spokane,WA,Truck,10,0,10,101902,101912,0.01
July 31 2023,Stevens,WA,Passenger,117,69,186,29629,29815,0.62
August 31 2018,Columbia,WA,Truck,0,0,0,1535,1535,0
July 31 2022,Skagit,WA,Passenger,812,345,1157,89764,90921,1.27
October 31 2021,Walla Walla,WA,Truck,0,0,0,14048,14048,0
July 31 2022,Pend Oreille,WA,Truck,0,0,0,5645,5645,0
September 30 2017,Kittitas,WA,Truck,0,0,0,13658,13658,0
June 30 2020,Kittitas,WA,Truck,0,0,0,14591,14591,0
October 31 2023,Kittitas,WA,Passenger,428,113,541,29181,29722,1.82
October 31 2020,Jefferson,WA,Truck,0,0,0,9572,9572,0
January 31 2020,Jefferson,WA,Passenger,224,139,363,25206,25569,1.42
July 31 2021,Grays Harbor,WA,Passenger,176,146,322,49500,49822,0.65
January 31 2019,Skagit,WA,Passenger,270,186,456,91352,91808,0.5
March 31 2020,Columbia,WA,Passenger,3,3,6,2417,2423,0.25
October 31 2018,Lewis,WA,Passenger,88,72,160,58039,58199,0.27
July 31 2018,Spokane,WA,Passenger,347,320,667,303966,304633,0.22
November 30 2022,Clallam,WA,Truck,8,0,8,21870,21878,0.04
August 31 2022,Snohomish,WA,Truck,45,0,45,123145,123190,0.04
June 30 2018,San Juan,WA,Truck,0,0,0,5710,5710,0
February 28 2019,Mason,WA,Truck,0,0,0,20221,20221,0
October 31 2019,Columbia,WA,Truck,0,0,0,1533,1533,0
July 31 2021,Ferry,WA,Truck,0,0,0,3647,3647,0
October 31 2018,Clark,WA,Truck,0,0,0,79569,79569,0
October 31 2019,Klickitat,WA,Truck,0,0,0,8309,8309,0
July 31 2018,Columbia,WA,Passenger,2,2,4,2419,2423,0.17
October 31 2020,Pend Oreille,WA,Truck,0,0,0,5716,5716,0
September 30 2019,Wahkiakum,WA,Truck,0,0,0,1760,1760,0
August 31 2019,Grays Harbor,WA,Passenger,88,85,173,48109,48282,0.36
July 31 2018,Clark,WA,Truck,0,0,0,79231,79231,0
October 31 2018,King,WA,Passenger,15031,6220,21251,1376014,1397265,1.52
April 30 2020,Adams,WA,Passenger,7,7,14,12751,12765,0.11
February 28 2023,Columbia,WA,Passenger,8,1,9,2420,2429,0.37
January 31 2023,Asotin,WA,Truck,0,0,0,6671,6671,0
June 30 2023,Ferry,WA,Passenger,21,4,25,4332,4357,0.57
March 31 2021,Pacific,WA,Truck,0,0,0,7876,7876,0
August 31 2017,Ferry,WA,Truck,0,0,0,3534,3534,0
August 31 2023,King,WA,Passenger,62468,15387,77855,1321641,1399496,5.56
November 30 2022,Wahkiakum,WA,Passenger,25,13,38,3040,3078,1.23
January 31 2020,Snohomish,WA,Truck,0,0,0,123629,123629,0
April 30 2017,Clark,WA,Passenger,755,471,1226,298453,299679,0.41
June 30 2017,Grays Harbor,WA,Passenger,35,31,66,44773,44839,0.15
August 31 2021,Snohomish,WA,Passenger,6304,2135,8439,539216,547655,1.54
July 31 2023,Yakima,WA,Passenger,516,261,777,166087,166864,0.47
December 31 2018,Asotin,WA,Passenger,12,9,21,12721,12742,0.16
January 31 2024,Walla Walla,WA,Passenger,270,139,409,34813,35222,1.16
June 30 2021,Pacific,WA,Passenger,45,53,98,16045,16143,0.61
December 31 2023,Skamania,WA,Truck,2,0,2,3745,3747,0.05
April 30 2017,Adams,WA,Passenger,2,3,5,12127,12132,0.04
May 31 2017,Chelan,WA,Truck,0,0,0,21247,21247,0
September 30 2020,Grant,WA,Truck,0,0,0,27295,27295,0
December 31 2022,Ferry,WA,Passenger,24,4,28,4342,4370,0.64
February 28 2018,Garfield,WA,Truck,0,0,0,941,941,0
June 30 2021,King,WA,Passenger,30488,9165,39653,1367774,1407427,2.82
June 30 2022,Whitman,WA,Truck,1,0,1,8571,8572,0.01
July 31 2017,Franklin,WA,Passenger,26,47,73,55728,55801,0.13
October 31 2018,Columbia,WA,Passenger,2,2,4,2433,2437,0.16
March 31 2018,Cowlitz,WA,Truck,0,0,0,28268,28268,0
August 31 2017,Asotin,WA,Truck,0,0,0,6514,6514,0
December 31 2019,Columbia,WA,Passenger,3,3,6,2450,2456,0.24
May 31 2021,Clallam,WA,Truck,1,0,1,21997,21998,0
July 31 2023,Stevens,WA,Truck,2,0,2,18717,18719,0.01
January 31 2022,King,WA,Passenger,36341,10398,46739,1355430,1402169,3.33
September 30 2023,Thurston,WA,Truck,70,0,70,53651,53721,0.13
June 30 2017,Island,WA,Passenger,117,137,254,60104,60358,0.42
October 31 2018,Stevens,WA,Passenger,14,28,42,31798,31840,0.13
August 31 2019,Jefferson,WA,Passenger,205,122,327,25070,25397,1.29
October 31 2019,Klickitat,WA,Passenger,43,37,80,15664,15744,0.51
March 31 2019,Okanogan,WA,Truck,0,0,0,16438,16438,0
July 31 2017,Grant,WA,Truck,0,0,0,25270,25270,0
September 30 2023,Stevens,WA,Truck,2,0,2,18663,18665,0.01
June 30 2023,Whitman,WA,Truck,4,0,4,8611,8615,0.05
October 31 2020,San Juan,WA,Truck,0,0,0,5860,5860,0
June 30 2023,Garfield,WA,Truck,0,0,0,974,974,0
December 31 2020,Grant,WA,Passenger,80,81,161,65904,66065,0.24
October 31 2018,Garfield,WA,Passenger,1,1,2,1330,1332,0.15
April 30 2022,Okanogan,WA,Passenger,79,48,127,26453,26580,0.48
July 31 2018,Whatcom,WA,Truck,2,0,2,42315,42317,0
October 31 2019,Cowlitz,WA,Truck,0,0,0,29018,29018,0
August 31 2019,Grays Harbor,WA,Truck,0,0,0,20568,20568,0
June 30 2018,Spokane,WA,Passenger,340,316,656,303084,303740,0.22
March 31 2018,Kittitas,WA,Truck,0,0,0,13986,13986,0
May 31 2017,Mason,WA,Passenger,51,64,115,43291,43406,0.26
September 30 2021,Lincoln,WA,Passenger,7,16,23,7679,7702,0.3
July 31 2020,Kittitas,WA,Truck,0,0,0,14564,14564,0
June 30 2023,Adams,WA,Truck,3,0,3,5348,5351,0.06
July 31 2017,Whitman,WA,Passenger,12,19,31,22104,22135,0.14
April 30 2019,Island,WA,Truck,0,0,0,21238,21238,0
October 31 2018,Whitman,WA,Passenger,19,33,52,22737,22789,0.23
July 31 2023,Ferry,WA,Passenger,21,4,25,4314,4339,0.58
August 31 2017,Lincoln,WA,Truck,0,0,0,4457,4457,0
February 28 2017,Lincoln,WA,Passenger,2,4,6,7509,7515,0.08
May 31 2017,Thurston,WA,Truck,0,0,0,53233,53233,0
November 30 2019,Asotin,WA,Truck,0,0,0,6696,6696,0
September 30 2019,Grays Harbor,WA,Passenger,89,89,178,48089,48267,0.37
August 31 2022,Wahkiakum,WA,Truck,1,0,1,1800,1801,0.06
February 28 2023,Thurston,WA,Truck,49,0,49,54491,54540,0.09
July 31 2019,Snohomish,WA,Truck,0,0,0,122611,122611,0
February 29 2024,Snohomish,WA,Passenger,16829,3679,20508,509117,529625,3.87
January 31 2019,Okanogan,WA,Passenger,18,21,39,26047,26086,0.15
May 31 2021,Spokane,WA,Passenger,1029,624,1653,325395,327048,0.51
August 31 2023,Walla Walla,WA,Passenger,234,117,351,35404,35755,0.98
March 31 2017,San Juan,WA,Truck,0,0,0,5581,5581,0
August 31 2019,Garfield,WA,Truck,0,0,0,957,957,0
September 30 2017,Island,WA,Passenger,129,150,279,60840,61119,0.46
April 30 2017,Clallam,WA,Truck,0,0,0,20959,20959,0
March 31 2020,Garfield,WA,Passenger,0,1,1,1349,1350,0.07
December 31 2022,Skamania,WA,Truck,0,0,0,3884,3884,0
October 31 2021,Adams,WA,Truck,0,0,0,5407,5407,0
November 30 2019,Island,WA,Passenger,363,252,615,63623,64238,0.96
June 30 2017,Walla Walla,WA,Truck,0,0,0,13206,13206,0
August 31 2017,Grays Harbor,WA,Passenger,37,37,74,44959,45033,0.16
August 31 2019,Whitman,WA,Truck,0,0,0,8629,8629,0
October 31 2020,Island,WA,Passenger,463,285,748,62835,63583,1.18
February 28 2017,San Juan,WA,Passenger,88,31,119,13401,13520,0.88
January 31 2021,Mason,WA,Passenger,179,135,314,47670,47984,0.65
October 31 2021,Ferry,WA,Passenger,11,3,14,4445,4459,0.31
December 31 2022,Stevens,WA,Truck,2,0,2,18812,18814,0.01
May 31 2019,Thurston,WA,Truck,0,0,0,55082,55082,0
April 30 2017,Clark,WA,Truck,0,0,0,77553,77553,0
February 28 2019,Grays Harbor,WA,Truck,0,0,0,20316,20316,0
January 31 2021,Whitman,WA,Truck,0,0,0,8515,8515,0
December 31 2017,Columbia,WA,Passenger,2,1,3,2404,2407,0.12
September 30 2022,Clark,WA,Passenger,4475,1886,6361,315216,321577,1.98
December 31 2019,Wahkiakum,WA,Passenger,4,3,7,3042,3049,0.23
September 30 2019,Snohomish,WA,Truck,0,0,0,122957,122957,0
June 30 2022,Klickitat,WA,Truck,0,0,0,8287,8287,0
October 31 2022,Whitman,WA,Truck,3,0,3,8599,8602,0.03
December 31 2019,Franklin,WA,Passenger,54,76,130,60967,61097,0.21
October 31 2020,Cowlitz,WA,Passenger,160,122,282,72088,72370,0.39
August 31 2021,Asotin,WA,Passenger,21,17,38,12719,12757,0.3
August 31 2018,Mason,WA,Passenger,92,95,187,46040,46227,0.4
November 30 2022,Whitman,WA,Truck,3,0,3,8616,8619,0.03
October 31 2019,Lewis,WA,Passenger,108,104,212,59441,59653,0.36
November 30 2020,Yakima,WA,Truck,0,0,0,60766,60766,0
October 31 2019,Island,WA,Truck,0,0,0,21308,21308,0
June 30 2021,Walla Walla,WA,Truck,0,0,0,14074,14074,0
June 30 2021,Skamania,WA,Passenger,44,34,78,8397,8475,0.92
June 30 2017,Kittitas,WA,Passenger,22,17,39,27577,27616,0.14
April 30 2022,Okanogan,WA,Truck,0,0,0,16674,16674,0
April 30 2017,Pierce,WA,Passenger,917,807,1724,525651,527375,0.33
January 31 2022,Snohomish,WA,Passenger,7216,2276,9492,536382,545874,1.74
December 31 2022,Island,WA,Truck,17,0,17,21198,21215,0.08
May 31 2020,King,WA,Truck,5,1,6,181382,181388,0
August 31 2021,Douglas,WA,Truck,0,0,0,12679,12679,0
August 31 2022,Pend Oreille,WA,Passenger,18,12,30,9016,9046,0.33
May 31 2022,Chelan,WA,Passenger,450,126,576,54346,54922,1.05
April 30 2019,Lewis,WA,Truck,0,0,0,25825,25825,0
June 30 2021,Snohomish,WA,Passenger,5881,2046,7927,540129,548056,1.45
December 31 2020,Island,WA,Passenger,507,290,797,62921,63718,1.25
January 31 2022,Spokane,WA,Passenger,1346,766,2112,326387,328499,0.64
December 31 2021,Douglas,WA,Passenger,116,56,172,28600,28772,0.6
July 31 2022,Klickitat,WA,Passenger,106,56,162,15179,15341,1.06
March 31 2023,Mason,WA,Truck,11,0,11,20832,20843,0.05
May 31 2017,Kitsap,WA,Passenger,595,302,897,172829,173726,0.52
September 30 2023,Douglas,WA,Passenger,225,71,296,28706,29002,1.02
July 31 2023,Columbia,WA,Passenger,11,1,12,2425,2437,0.49
December 31 2020,Klickitat,WA,Truck,0,0,0,8085,8085,0
April 30 2022,King,WA,Truck,26,1,27,181682,181709,0.01
April 30 2017,Kitsap,WA,Truck,1,0,1,52312,52313,0
July 31 2018,Jefferson,WA,Passenger,147,99,246,24579,24825,0.99
August 31 2020,Grant,WA,Passenger,66,75,141,65386,65527,0.22
April 30 2018,Whatcom,WA,Truck,2,0,2,42124,42126,0
September 30 2017,San Juan,WA,Passenger,117,42,159,13673,13832,1.15
April 30 2020,Pacific,WA,Passenger,30,34,64,15832,15896,0.4
February 28 2021,Whatcom,WA,Truck,3,0,3,43626,43629,0.01
January 31 2023,Mason,WA,Truck,8,0,8,20867,20875,0.04
March 31 2019,San Juan,WA,Passenger,197,70,267,14285,14552,1.83
March 31 2021,Asotin,WA,Truck,0,0,0,6723,6723,0
May 31 2022,Ferry,WA,Passenger,20,4,24,4434,4458,0.54
May 31 2017,Yakima,WA,Truck,0,0,0,57279,57279,0
November 30 2018,Lincoln,WA,Passenger,2,6,8,7771,7779,0.1
October 31 2022,Wahkiakum,WA,Truck,1,0,1,1798,1799,0.06
March 31 2023,Whitman,WA,Passenger,131,71,202,22011,22213,0.91
January 31 2022,Klickitat,WA,Passenger,90,54,144,15301,15445,0.93
December 31 2022,Mason,WA,Truck,6,0,6,20837,20843,0.03
November 30 2022,Clark,WA,Passenger,4777,1976,6753,314796,321549,2.1
October 31 2020,Pierce,WA,Truck,0,0,0,144337,144337,0
November 30 2018,Wahkiakum,WA,Truck,0,0,0,1704,1704,0
April 30 2018,Garfield,WA,Passenger,1,0,1,1330,1331,0.08
June 30 2019,Skamania,WA,Truck,0,0,0,4061,4061,0
November 30 2018,Klickitat,WA,Passenger,23,32,55,15420,15475,0.36
March 31 2017,Franklin,WA,Passenger,26,47,73,55304,55377,0.13
May 31 2021,Whatcom,WA,Passenger,1386,596,1982,150916,152898,1.3
November 30 2021,Spokane,WA,Passenger,1259,748,2007,326798,328805,0.61
November 30 2020,Walla Walla,WA,Passenger,95,66,161,36055,36216,0.44
December 31 2019,Jefferson,WA,Truck,0,0,0,9644,9644,0
April 30 2021,Skagit,WA,Truck,1,0,1,33013,33014,0
July 31 2018,Grays Harbor,WA,Truck,0,0,0,20222,20222,0
December 31 2021,Pend Oreille,WA,Truck,0,0,0,5698,5698,0
October 31 2021,Pierce,WA,Passenger,4000,2080,6080,557433,563513,1.08
November 30 2018,Yakima,WA,Truck,0,0,0,58746,58746,0
June 30 2020,Whitman,WA,Truck,0,0,0,8511,8511,0
August 31 2019,Kittitas,WA,Passenger,79,44,123,29744,29867,0.41
February 29 2020,Ferry,WA,Truck,0,0,0,3583,3583,0
December 31 2019,Wahkiakum,WA,Truck,0,0,0,1754,1754,0
February 29 2020,Garfield,WA,Passenger,0,1,1,1348,1349,0.07
December 31 2019,San Juan,WA,Truck,0,0,0,5931,5931,0
February 28 2021,Thurston,WA,Truck,0,0,0,56432,56432,0
September 30 2017,Yakima,WA,Passenger,57,69,126,160605,160731,0.08
September 30 2019,Okanogan,WA,Passenger,24,26,50,26231,26281,0.19
June 30 2021,Clallam,WA,Passenger,329,217,546,50486,51032,1.07
July 31 2023,San Juan,WA,Passenger,627,174,801,13784,14585,5.49
February 28 2022,San Juan,WA,Truck,1,0,1,6016,6017,0.02
January 31 2021,Columbia,WA,Passenger,5,3,8,2451,2459,0.33
July 31 2017,Snohomish,WA,Truck,1,0,1,121770,121771,0
August 31 2019,Columbia,WA,Truck,0,0,0,1531,1531,0
December 31 2022,Grant,WA,Passenger,231,112,343,66811,67154,0.51
August 31 2020,Wahkiakum,WA,Passenger,6,6,12,3028,3040,0.39
January 31 2019,Grant,WA,Passenger,33,53,86,64359,64445,0.13
January 31 2020,Walla Walla,WA,Truck,0,0,0,13708,13708,0
February 28 2021,Franklin,WA,Truck,0,0,0,20507,20507,0
November 30 2018,San Juan,WA,Truck,0,0,0,5803,5803,0
January 31 2017,Pierce,WA,Passenger,822,751,1573,528213,529786,0.3
September 30 2022,Walla Walla,WA,Passenger,187,104,291,35808,36099,0.81
October 31 2020,Skagit,WA,Passenger,466,231,697,91494,92191,0.76
February 28 2022,Adams,WA,Truck,0,0,0,5458,5458,0
February 28 2023,Island,WA,Truck,20,0,20,21079,21099,0.09
June 30 2019,Skagit,WA,Truck,1,0,1,32438,32439,0
November 30 2022,Grays Harbor,WA,Truck,3,0,3,21098,21101,0.01
September 30 2021,Clark,WA,Passenger,3150,1484,4634,321633,326267,1.42
September 30 2021,Skagit,WA,Passenger,640,291,931,91629,92560,1.01
December 31 2021,Ferry,WA,Passenger,14,3,17,4442,4459,0.38
February 28 2019,Cowlitz,WA,Passenger,82,100,182,72433,72615,0.25
October 31 2017,Kitsap,WA,Passenger,661,355,1016,174866,175882,0.58
April 30 2022,Skamania,WA,Passenger,67,46,113,8212,8325,1.36
September 30 2020,Whatcom,WA,Passenger,1140,525,1665,149351,151016,1.1
July 31 2017,Grays Harbor,WA,Truck,0,0,0,19891,19891,0
February 29 2020,Walla Walla,WA,Truck,0,0,0,13699,13699,0
July 31 2023,Lewis,WA,Truck,7,0,7,25981,25988,0.03
January 31 2018,Jefferson,WA,Truck,0,0,0,9479,9479,0
April 30 2022,Ferry,WA,Passenger,19,4,23,4405,4428,0.52
August 31 2020,Ferry,WA,Truck,0,0,0,3583,3583,0
June 30 2022,Benton,WA,Truck,3,0,3,43559,43562,0.01
October 31 2021,Clark,WA,Truck,0,0,0,83997,83997,0
June 30 2023,Clark,WA,Passenger,5869,2338,8207,313797,322004,2.55
April 30 2019,Wahkiakum,WA,Passenger,1,1,2,3012,3014,0.07
July 31 2020,Skamania,WA,Truck,0,0,0,4030,4030,0
January 31 2019,Island,WA,Truck,0,0,0,21200,21200,0
February 28 2018,Grant,WA,Passenger,31,38,69,62314,62383,0.11
April 30 2020,Pierce,WA,Passenger,2347,1680,4027,548617,552644,0.73
June 30 2017,Ferry,WA,Truck,0,0,0,3539,3539,0
December 31 2019,Grant,WA,Truck,0,0,0,26996,26996,0
January 31 2024,Lincoln,WA,Passenger,23,26,49,7446,7495,0.65
April 30 2018,Columbia,WA,Passenger,2,1,3,2414,2417,0.12
April 30 2023,Wahkiakum,WA,Passenger,26,16,42,3047,3089,1.36
June 30 2023,Douglas,WA,Truck,6,0,6,12996,13002,0.05
April 30 2021,Chelan,WA,Truck,0,0,0,23057,23057,0
January 31 2021,Wahkiakum,WA,Truck,0,0,0,1768,1768,0
February 28 2023,Kitsap,WA,Passenger,2890,1168,4058,176536,180594,2.25
January 31 2024,Skagit,WA,Passenger,1361,484,1845,87047,88892,2.08
March 31 2020,San Juan,WA,Truck,0,0,0,5929,5929,0
February 29 2020,Thurston,WA,Passenger,1109,724,1833,198860,200693,0.91
March 31 2021,Snohomish,WA,Passenger,5380,1929,7309,538734,546043,1.34
